t_k,alpha_tk,nu_tk,r_t,V_irs
9.50000000,0.05423097,0.03093114,0.00840438,-0.02025222
9.50000000,0.05423097,0.03093114,0.06423800,0.00698948
9.50000000,0.05423097,0.03093114,0.01148979,-0.01872744
9.50000000,0.05423097,0.03093114,0.11042011,0.02897000
9.50000000,0.05423097,0.03093114,0.04302954,-0.00327130
9.50000000,0.05423097,0.03093114,0.05263058,0.00138685
9.50000000,0.05423097,0.03093114,0.03332073,-0.00800391
9.50000000,0.05423097,0.03093114,0.06472181,0.00722232
9.50000000,0.05423097,0.03093114,0.06828502,0.00893546
9.50000000,0.05423097,0.03093114,0.03323793,-0.00804437
9.50000000,0.05423097,0.03093114,0.06824475,0.00891612
9.50000000,0.05423097,0.03093114,0.05632582,0.00317389
9.50000000,0.05423097,0.03093114,0.05126564,0.00072594
9.50000000,0.05423097,0.03093114,0.03098506,-0.00914578
9.50000000,0.05423097,0.03093114,0.12581764,0.03618948
9.50000000,0.05423097,0.03093114,0.09081607,0.01969964
9.50000000,0.05423097,0.03093114,0.07676007,0.01299825
9.50000000,0.05423097,0.03093114,0.08907440,0.01887176
9.50000000,0.05423097,0.03093114,0.06350748,0.00663781
9.50000000,0.05423097,0.03093114,0.04342573,-0.00307865
9.50000000,0.05423097,0.03093114,-0.02752204,-0.03817610
9.50000000,0.05423097,0.03093114,0.01652633,-0.01624334
9.50000000,0.05423097,0.03093114,0.12119768,0.03402898
9.50000000,0.05423097,0.03093114,0.09011731,0.01936758
9.50000000,0.05423097,0.03093114,0.06048892,0.00518334
9.50000000,0.05423097,0.03093114,0.00543597,-0.02172133
9.50000000,0.05423097,0.03093114,0.07386531,0.01161243
9.50000000,0.05423097,0.03093114,0.04563075,-0.00200712
9.50000000,0.05423097,0.03093114,0.07581961,0.01254823
9.50000000,0.05423097,0.03093114,0.01983810,-0.01461324
9.50000000,0.05423097,0.03093114,0.03907629,-0.00519564
9.50000000,0.05423097,0.03093114,0.08160852,0.01531499
9.50000000,0.05423097,0.03093114,0.11386041,0.03058775
9.50000000,0.05423097,0.03093114,0.03386467,-0.00773817
9.50000000,0.05423097,0.03093114,0.02331184,-0.01290623
9.50000000,0.05423097,0.03093114,0.08587000,0.01734675
9.50000000,0.05423097,0.03093114,0.01526026,-0.01686721
9.50000000,0.05423097,0.03093114,0.01748397,-0.01577171
9.50000000,0.05423097,0.03093114,0.06245666,0.00613172
9.50000000,0.05423097,0.03093114,0.11874360,0.03287936
9.50000000,0.05423097,0.03093114,0.02797705,-0.01061826
9.50000000,0.05423097,0.03093114,0.04279400,-0.00338585
9.50000000,0.05423097,0.03093114,0.05767372,0.00382494
9.50000000,0.05423097,0.03093114,0.03960930,-0.00493597
9.50000000,0.05423097,0.03093114,-0.00041923,-0.02462540
9.50000000,0.05423097,0.03093114,0.07903642,0.01408664
9.50000000,0.05423097,0.03093114,0.05999422,0.00494477
9.50000000,0.05423097,0.03093114,0.06557854,0.00763449
9.50000000,0.05423097,0.03093114,0.04984791,0.00003901
9.50000000,0.05423097,0.03093114,0.10103521,0.02454309
9.50000000,0.05423097,0.03093114,0.03862502,-0.00541554
9.50000000,0.05423097,0.03093114,0.02091658,-0.01408296
9.50000000,0.05423097,0.03093114,0.10569132,0.02674193
9.50000000,0.05423097,0.03093114,-0.01377483,-0.03128054
9.50000000,0.05423097,0.03093114,0.04947382,-0.00014232
9.50000000,0.05423097,0.03093114,0.05189544,0.00103094
9.50000000,0.05423097,0.03093114,0.05068774,0.00044599
9.50000000,0.05423097,0.03093114,0.00625023,-0.02131813
9.50000000,0.05423097,0.03093114,0.01757618,-0.01572630
9.50000000,0.05423097,0.03093114,0.08386271,0.01639025
9.50000000,0.05423097,0.03093114,0.09708112,0.02267187
9.50000000,0.05423097,0.03093114,0.04132310,-0.00410150
9.50000000,0.05423097,0.03093114,0.02544449,-0.01185966
9.50000000,0.05423097,0.03093114,-0.00097464,-0.02490131
9.50000000,0.05423097,0.03093114,0.08332387,0.01613333
9.50000000,0.05423097,0.03093114,0.08515119,0.01700434
9.50000000,0.05423097,0.03093114,-0.03271003,-0.04079038
9.50000000,0.05423097,0.03093114,-0.02074338,-0.03477018
9.50000000,0.05423097,0.03093114,0.05846290,0.00420592
9.50000000,0.05423097,0.03093114,0.06246426,0.00613538
9.50000000,0.05423097,0.03093114,0.03946668,-0.00500544
9.50000000,0.05423097,0.03093114,0.05321182,0.00166815
9.50000000,0.05423097,0.03093114,0.04658359,-0.00154445
9.50000000,0.05423097,0.03093114,0.05504843,0.00255649
9.50000000,0.05423097,0.03093114,0.02636482,-0.01140836
9.50000000,0.05423097,0.03093114,0.05385202,0.00197790
9.50000000,0.05423097,0.03093114,0.03337204,-0.00797884
9.50000000,0.05423097,0.03093114,0.03079411,-0.00923918
9.50000000,0.05423097,0.03093114,-0.00351414,-0.02616376
9.50000000,0.05423097,0.03093114,0.04880129,-0.00046841
9.50000000,0.05423097,0.03093114,0.07906786,0.01410166
9.50000000,0.05423097,0.03093114,0.04416026,-0.00272158
9.50000000,0.05423097,0.03093114,0.04329734,-0.00314108
9.50000000,0.05423097,0.03093114,0.09307180,0.02077083
9.50000000,0.05423097,0.03093114,0.08593485,0.01737764
9.50000000,0.05423097,0.03093114,0.10788359,0.02777550
9.50000000,0.05423097,0.03093114,0.12404519,0.03536118
9.50000000,0.05423097,0.03093114,0.05607098,0.00305075
9.50000000,0.05423097,0.03093114,0.01843846,-0.01530184
9.50000000,0.05423097,0.03093114,0.03811157,-0.00566580
9.50000000,0.05423097,0.03093114,0.07195458,0.01069664
9.50000000,0.05423097,0.03093114,0.09877507,0.02347395
9.50000000,0.05423097,0.03093114,0.02178846,-0.01365447
9.50000000,0.05423097,0.03093114,0.06212702,0.00597291
9.50000000,0.05423097,0.03093114,0.02970686,-0.00977122
9.50000000,0.05423097,0.03093114,0.04969479,-0.00003521
9.50000000,0.05423097,0.03093114,0.04923209,-0.00025952
9.50000000,0.05423097,0.03093114,0.06602150,0.00784753
9.50000000,0.05423097,0.03093114,0.11709312,0.03210542
9.50000000,0.05423097,0.03093114,0.06892600,0.00924332
9.50000000,0.05423097,0.03093114,0.04093574,-0.00429005
9.75000000,0.05436376,0.03106351,0.03588498,-0.00346158
9.75000000,0.05436376,0.03106351,0.04843552,-0.00035692
9.75000000,0.05436376,0.03106351,0.02728602,-0.00559428
9.75000000,0.05436376,0.03106351,0.05870174,0.00217551
9.75000000,0.05436376,0.03106351,-0.02053768,-0.01753843
9.75000000,0.05436376,0.03106351,0.04780333,-0.00051308
9.75000000,0.05436376,0.03106351,0.05026310,0.00009437
9.75000000,0.05436376,0.03106351,0.01830987,-0.00782537
9.75000000,0.05436376,0.03106351,0.04249306,-0.00182572
9.75000000,0.05436376,0.03106351,0.08915226,0.00964928
9.75000000,0.05436376,0.03106351,0.09139299,0.01019703
9.75000000,0.05436376,0.03106351,0.03780261,-0.00298659
9.75000000,0.05436376,0.03106351,0.07062505,0.00510866
9.75000000,0.05436376,0.03106351,0.00781502,-0.01044022
9.75000000,0.05436376,0.03106351,0.04516403,-0.00116527
9.75000000,0.05436376,0.03106351,0.06153339,0.00287288
9.75000000,0.05436376,0.03106351,0.10179549,0.01273597
9.75000000,0.05436376,0.03106351,0.09141641,0.01020275
9.75000000,0.05436376,0.03106351,0.06085384,0.00270557
9.75000000,0.05436376,0.03106351,0.02604869,-0.00590153
9.75000000,0.05436376,0.03106351,0.09656402,0.01145994
9.75000000,0.05436376,0.03106351,0.04379321,-0.00150418
9.75000000,0.05436376,0.03106351,0.06829540,0.00453624
9.75000000,0.05436376,0.03106351,0.05055762,0.00016707
9.75000000,0.05436376,0.03106351,0.11624979,0.01625301
9.75000000,0.05436376,0.03106351,0.03541365,-0.00357836
9.75000000,0.05436376,0.03106351,0.08282582,0.00810114
9.75000000,0.05436376,0.03106351,0.05167972,0.00044404
9.75000000,0.05436376,0.03106351,0.07204214,0.00545669
9.75000000,0.05436376,0.03106351,0.10468702,0.01344054
9.75000000,0.05436376,0.03106351,-0.00790531,-0.01436973
9.75000000,0.05436376,0.03106351,0.05233253,0.00060513
9.75000000,0.05436376,0.03106351,0.02659096,-0.00576687
9.75000000,0.05436376,0.03106351,0.06820975,0.00451519
9.75000000,0.05436376,0.03106351,0.07583891,0.00638857
9.75000000,0.05436376,0.03106351,0.03974909,-0.00250468
9.75000000,0.05436376,0.03106351,0.03814700,-0.00290131
9.75000000,0.05436376,0.03106351,0.06069472,0.00266639
9.75000000,0.05436376,0.03106351,0.01481355,-0.00869574
9.75000000,0.05436376,0.03106351,0.06471467,0.00365578
9.75000000,0.05436376,0.03106351,0.02896281,-0.00517805
9.75000000,0.05436376,0.03106351,0.07715344,0.00671100
9.75000000,0.05436376,0.03106351,0.01342575,-0.00904143
9.75000000,0.05436376,0.03106351,0.03674241,-0.00324917
9.75000000,0.05436376,0.03106351,0.03103080,-0.00466495
9.75000000,0.05436376,0.03106351,0.04510192,-0.00118063
9.75000000,0.05436376,0.03106351,0.09711771,0.01159507
9.75000000,0.05436376,0.03106351,0.08064248,0.00756630
9.75000000,0.05436376,0.03106351,0.03946308,-0.00257547
9.75000000,0.05436376,0.03106351,0.03943608,-0.00258216
9.75000000,0.05436376,0.03106351,0.08186470,0.00786574
9.75000000,0.05436376,0.03106351,0.01820717,-0.00785093
9.75000000,0.05436376,0.03106351,0.05505902,0.00127767
9.75000000,0.05436376,0.03106351,0.03554662,-0.00354541
9.75000000,0.05436376,0.03106351,0.04903050,-0.00020998
9.75000000,0.05436376,0.03106351,0.07949749,0.00728570
9.75000000,0.05436376,0.03106351,0.03357446,-0.00403419
9.75000000,0.05436376,0.03106351,0.08462421,0.00854147
9.75000000,0.05436376,0.03106351,0.12269065,0.01781618
9.75000000,0.05436376,0.03106351,0.07312640,0.00572290
9.75000000,0.05436376,0.03106351,0.05175175,0.00046181
9.75000000,0.05436376,0.03106351,0.09030843,0.00993195
9.75000000,0.05436376,0.03106351,0.01991913,-0.00742501
9.75000000,0.05436376,0.03106351,0.10161362,0.01269163
9.75000000,0.05436376,0.03106351,0.03097086,-0.00467982
9.75000000,0.05436376,0.03106351,0.12171237,0.01757891
9.75000000,0.05436376,0.03106351,0.03208747,-0.00440287
9.75000000,0.05436376,0.03106351,0.07491854,0.00616275
9.75000000,0.05436376,0.03106351,0.00591790,-0.01091362
9.75000000,0.05436376,0.03106351,0.04773941,-0.00052887
9.75000000,0.05436376,0.03106351,0.02082469,-0.00719979
9.75000000,0.05436376,0.03106351,0.00958516,-0.00999870
9.75000000,0.05436376,0.03106351,0.09181141,0.01029928
9.75000000,0.05436376,0.03106351,0.01623161,-0.00834264
9.75000000,0.05436376,0.03106351,0.03152982,-0.00454117
9.75000000,0.05436376,0.03106351,0.02790980,-0.00543942
9.75000000,0.05436376,0.03106351,0.08976569,0.00979927
9.75000000,0.05436376,0.03106351,0.08597085,0.00887106
9.75000000,0.05436376,0.03106351,0.09382358,0.01079085
9.75000000,0.05436376,0.03106351,0.02993345,-0.00493719
9.75000000,0.05436376,0.03106351,0.09628709,0.01139235
9.75000000,0.05436376,0.03106351,0.02966874,-0.00500287
9.75000000,0.05436376,0.03106351,0.03092050,-0.00469231
9.75000000,0.05436376,0.03106351,0.03265883,-0.00426119
9.75000000,0.05436376,0.03106351,0.03379005,-0.00398074
9.75000000,0.05436376,0.03106351,0.05154360,0.00041044
9.75000000,0.05436376,0.03106351,0.02831099,-0.00533983
9.75000000,0.05436376,0.03106351,0.06155221,0.00287751
9.75000000,0.05436376,0.03106351,-0.02669332,-0.01908609
9.75000000,0.05436376,0.03106351,0.06145077,0.00285254
9.75000000,0.05436376,0.03106351,0.02051448,-0.00727694
9.75000000,0.05436376,0.03106351,0.03356966,-0.00403537
9.75000000,0.05436376,0.03106351,0.03431969,-0.00384946
9.75000000,0.05436376,0.03106351,0.08366200,0.00830590
9.75000000,0.05436376,0.03106351,0.07003844,0.00496455
9.75000000,0.05436376,0.03106351,0.04922144,-0.00016283
9.75000000,0.05436376,0.03106351,0.03214606,-0.00438834
9.75000000,0.05436376,0.03106351,0.07868269,0.00708597
9.75000000,0.05436376,0.03106351,0.11011375,0.01476151
9.75000000,0.05436376,0.03106351,0.05349414,0.00089172
9.75000000,0.05436376,0.03106351,0.00471436,-0.01121406
9.75000000,0.05436376,0.03106351,0.03252934,-0.00429330
9.75000000,0.05436376,0.03106351,0.07173497,0.00538126
9.75000000,0.05436376,0.03106351,0.04061153,-0.00229123
9.75000000,0.05436376,0.03106351,0.02768969,-0.00549406
9.75000000,0.05436376,0.03106351,0.02633878,-0.00582949
9.75000000,0.05436376,0.03106351,0.05721161,0.00180833
9.75000000,0.05436376,0.03106351,0.00671767,-0.01071402
9.75000000,0.05436376,0.03106351,0.05328719,0.00084067
9.75000000,0.05436376,0.03106351,0.05711182,0.00178373
9.75000000,0.05436376,0.03106351,0.04040003,-0.00234357
9.75000000,0.05436376,0.03106351,0.02196883,-0.00691531
9.75000000,0.05436376,0.03106351,0.08599895,0.00887794
9.75000000,0.05436376,0.03106351,0.01296292,-0.00915674
9.75000000,0.05436376,0.03106351,0.05972939,0.00242865
9.75000000,0.05436376,0.03106351,0.07697032,0.00666609
9.75000000,0.05436376,0.03106351,0.05931722,0.00232713
9.75000000,0.05436376,0.03106351,0.09260858,0.01049406
9.75000000,0.05436376,0.03106351,0.01909437,-0.00763018
9.75000000,0.05436376,0.03106351,0.02979520,-0.00497149
9.75000000,0.05436376,0.03106351,0.04003621,-0.00243361
9.75000000,0.05436376,0.03106351,0.15658435,0.02600117
9.75000000,0.05436376,0.03106351,0.07013792,0.00498900
9.75000000,0.05436376,0.03106351,0.07595341,0.00641666
9.75000000,0.05436376,0.03106351,0.07465909,0.00609909
9.75000000,0.05436376,0.03106351,0.05681219,0.00170988
9.75000000,0.05436376,0.03106351,0.08696298,0.00911382
9.75000000,0.05436376,0.03106351,-0.00373445,-0.01332568
9.75000000,0.05436376,0.03106351,0.06296757,0.00322590
9.75000000,0.05436376,0.03106351,0.06766569,0.00438146
9.75000000,0.05436376,0.03106351,0.08600656,0.00887980
9.75000000,0.05436376,0.03106351,0.01846422,-0.00778696
9.75000000,0.05436376,0.03106351,0.02075030,-0.00721829
9.75000000,0.05436376,0.03106351,0.02271381,-0.00673012
9.75000000,0.05436376,0.03106351,0.07058886,0.00509977
9.75000000,0.05436376,0.03106351,0.07103196,0.00520861
9.75000000,0.05436376,0.03106351,0.02485952,-0.00619692
9.75000000,0.05436376,0.03106351,0.11382790,0.01566459
9.75000000,0.05436376,0.03106351,0.06325946,0.00329773
9.75000000,0.05436376,0.03106351,0.05822202,0.00205732
9.75000000,0.05436376,0.03106351,0.04791413,-0.00048571
9.75000000,0.05436376,0.03106351,0.08326816,0.00820946
9.75000000,0.05436376,0.03106351,0.06646281,0.00408573
9.75000000,0.05436376,0.03106351,0.11306918,0.01548018
9.75000000,0.05436376,0.03106351,0.01665578,-0.00823705
9.75000000,0.05436376,0.03106351,0.00635312,-0.01080500
9.75000000,0.05436376,0.03106351,0.03137494,-0.00457959
9.75000000,0.05436376,0.03106351,0.07155276,0.00533652
9.75000000,0.05436376,0.03106351,0.04106575,-0.00217883
9.75000000,0.05436376,0.03106351,0.09384634,0.01079641
9.75000000,0.05436376,0.03106351,0.04213846,-0.00191344
9.75000000,0.05436376,0.03106351,0.08797163,0.00936055
9.75000000,0.05436376,0.03106351,0.02855739,-0.00527867
9.75000000,0.05436376,0.03106351,0.09111353,0.01012873
9.75000000,0.05436376,0.03106351,0.09689446,0.01154059
9.75000000,0.05436376,0.03106351,0.03681952,-0.00323007
9.75000000,0.05436376,0.03106351,0.06957126,0.00484977
9.75000000,0.05436376,0.03106351,0.06267992,0.00315511
9.75000000,0.05436376,0.03106351,0.07041449,0.00505694
9.75000000,0.05436376,0.03106351,0.09426287,0.01089813
9.75000000,0.05436376,0.03106351,0.08459512,0.00853435
9.75000000,0.05436376,0.03106351,0.07033390,0.00503714
9.75000000,0.05436376,0.03106351,0.07496049,0.00617305
9.75000000,0.05436376,0.03106351,0.01493582,-0.00866529
9.75000000,0.05436376,0.03106351,0.05309264,0.00079267
9.75000000,0.05436376,0.03106351,0.02014717,-0.00736829
9.75000000,0.05436376,0.03106351,0.05379966,0.00096708
9.75000000,0.05436376,0.03106351,0.08905576,0.00962569
9.75000000,0.05436376,0.03106351,0.05414464,0.00105217
9.75000000,0.05436376,0.03106351,-0.02346867,-0.01827505
9.75000000,0.05436376,0.03106351,0.02184648,-0.00694573
9.75000000,0.05436376,0.03106351,0.07241439,0.00554810
9.75000000,0.05436376,0.03106351,0.03761699,-0.00303255
9.75000000,0.05436376,0.03106351,0.07871269,0.00709332
9.75000000,0.05436376,0.03106351,0.01686359,-0.00818532
9.75000000,0.05436376,0.03106351,0.06622127,0.00402633
9.75000000,0.05436376,0.03106351,0.06778143,0.00440991
9.75000000,0.05436376,0.03106351,0.07890085,0.00713945
9.75000000,0.05436376,0.03106351,0.03401064,-0.00392606
9.75000000,0.05436376,0.03106351,0.07858687,0.00706248
9.75000000,0.05436376,0.03106351,0.10116277,0.01258172
9.75000000,0.05436376,0.03106351,-0.01623411,-0.01645781
9.75000000,0.05436376,0.03106351,0.05596983,0.00150224
9.75000000,0.05436376,0.03106351,-0.00174782,-0.01282876
9.75000000,0.05436376,0.03106351,0.02764305,-0.00550564
9.75000000,0.05436376,0.03106351,0.03017850,-0.00487639
9.75000000,0.05436376,0.03106351,0.05229955,0.00059699
9.75000000,0.05436376,0.03106351,0.06609151,0.00399442
9.75000000,0.05436376,0.03106351,0.08247571,0.00801540
9.75000000,0.05436376,0.03106351,0.06256519,0.00312687
9.75000000,0.05436376,0.03106351,0.07528899,0.00625365
9.75000000,0.05436376,0.03106351,0.02086179,-0.00719057
9.75000000,0.05436376,0.03106351,0.08718729,0.00916870
9.75000000,0.05436376,0.03106351,-0.04801607,-0.02446532
9.75000000,0.05436376,0.03106351,0.10178817,0.01273418
9.75000000,0.05436376,0.03106351,0.09621252,0.01137414
9.75000000,0.05436376,0.03106351,0.07766307,0.00683597
9.75000000,0.05436376,0.03106351,0.12360326,0.01803746
9.75000000,0.05436376,0.03106351,-0.00166918,-0.01280910
9.75000000,0.05436376,0.03106351,0.07857550,0.00705969
9.75000000,0.05436376,0.03106351,0.05856063,0.00214074
9.75000000,0.05436376,0.03106351,0.06194591,0.00297443
9.75000000,0.05436376,0.03106351,0.01821919,-0.00784793
9.75000000,0.05436376,0.03106351,0.06662786,0.00412631
9.75000000,0.05436376,0.03106351,0.06516837,0.00376738
9.75000000,0.05436376,0.03106351,0.03294251,-0.00419086
9.75000000,0.05436376,0.03106351,0.05222990,0.00057981
9.75000000,0.05436376,0.03106351,0.01353065,-0.00901530
9.75000000,0.05436376,0.03106351,0.04208128,-0.00192758
9.75000000,0.05436376,0.03106351,0.08421013,0.00844010
9.75000000,0.05436376,0.03106351,0.08483106,0.00859211
9.75000000,0.05436376,0.03106351,0.07824233,0.00697801
9.75000000,0.05436376,0.03106351,0.08419676,0.00843683
9.75000000,0.05436376,0.03106351,0.08460300,0.00853628
9.75000000,0.05436376,0.03106351,0.03437293,-0.00383626
9.75000000,0.05436376,0.03106351,0.06491127,0.00370414
9.75000000,0.05436376,0.03106351,0.08812295,0.00939757
9.75000000,0.05436376,0.03106351,0.01150970,-0.00951890
9.75000000,0.05436376,0.03106351,0.01133087,-0.00956347
9.75000000,0.05436376,0.03106351,0.00961214,-0.00999198
9.75000000,0.05436376,0.03106351,-0.00110139,-0.01266712
9.75000000,0.05436376,0.03106351,0.02172202,-0.00697667
9.75000000,0.05436376,0.03106351,0.03804085,-0.00292759
9.75000000,0.05436376,0.03106351,0.10134127,0.01262524
9.75000000,0.05436376,0.03106351,0.04077427,-0.00225096
9.75000000,0.05436376,0.03106351,0.00725997,-0.01057870
9.75000000,0.05436376,0.03106351,0.05952615,0.00237859
9.75000000,0.05436376,0.03106351,0.04849388,-0.00034251
9.75000000,0.05436376,0.03106351,0.03006799,-0.00490380
9.75000000,0.05436376,0.03106351,0.03608092,-0.00341303
9.75000000,0.05436376,0.03106351,0.08751128,0.00924795
9.75000000,0.05436376,0.03106351,0.01056779,-0.00975370
9.75000000,0.05436376,0.03106351,0.00261911,-0.01173732
9.75000000,0.05436376,0.03106351,0.06886531,0.00467630
9.75000000,0.05436376,0.03106351,0.03529168,-0.00360858
9.75000000,0.05436376,0.03106351,0.10258082,0.01292738
9.75000000,0.05436376,0.03106351,0.04957056,-0.00007662
9.75000000,0.05436376,0.03106351,0.05124583,0.00033695
9.75000000,0.05436376,0.03106351,0.07879682,0.00711395
9.75000000,0.05436376,0.03106351,0.00242059,-0.01178691
9.75000000,0.05436376,0.03106351,0.06485036,0.00368916
9.75000000,0.05436376,0.03106351,0.04300637,-0.00169876
9.75000000,0.05436376,0.03106351,0.08625997,0.00894181
9.75000000,0.05436376,0.03106351,0.03427259,-0.00386114
9.75000000,0.05436376,0.03106351,0.05985647,0.00245995
9.75000000,0.05436376,0.03106351,0.04321307,-0.00164764
9.75000000,0.05436376,0.03106351,0.06718986,0.00426449
9.75000000,0.05436376,0.03106351,0.04656227,-0.00081970
9.75000000,0.05436376,0.03106351,0.06251204,0.00311379
9.75000000,0.05436376,0.03106351,0.10882550,0.01444809
9.75000000,0.05436376,0.03106351,0.04548000,-0.00108717
9.75000000,0.05436376,0.03106351,0.06687457,0.00418697
9.75000000,0.05436376,0.03106351,0.12538948,0.01847043
9.75000000,0.05436376,0.03106351,0.06647401,0.00408848
9.75000000,0.05436376,0.03106351,-0.02125035,-0.01771749
9.75000000,0.05436376,0.03106351,0.03366729,-0.00401117
9.75000000,0.05436376,0.03106351,0.01697108,-0.00815856
9.75000000,0.05436376,0.03106351,0.08300317,0.00814457
9.75000000,0.05436376,0.03106351,0.05144940,0.00038719
9.75000000,0.05436376,0.03106351,0.08740036,0.00922082
9.75000000,0.05436376,0.03106351,0.07336086,0.00578046
9.75000000,0.05436376,0.03106351,0.07322678,0.00574754
9.75000000,0.05436376,0.03106351,0.01636354,-0.00830980
9.75000000,0.05436376,0.03106351,0.07004755,0.00496679
9.75000000,0.05436376,0.03106351,0.09681484,0.01152115
9.75000000,0.05436376,0.03106351,0.00941186,-0.01004192
9.75000000,0.05436376,0.03106351,0.04451217,-0.00132642
9.75000000,0.05436376,0.03106351,0.06537325,0.00381777
9.75000000,0.05436376,0.03106351,0.05740847,0.00185684
9.75000000,0.05436376,0.03106351,0.09898919,0.01205168
9.75000000,0.05436376,0.03106351,0.07699375,0.00667184
9.75000000,0.05436376,0.03106351,0.06697839,0.00421249
9.75000000,0.05436376,0.03106351,0.07976133,0.00735036
9.75000000,0.05436376,0.03106351,0.07810527,0.00694440
9.75000000,0.05436376,0.03106351,0.05563951,0.00142080
9.75000000,0.05436376,0.03106351,0.04334179,-0.00161581
9.75000000,0.05436376,0.03106351,0.08512625,0.00866436
9.75000000,0.05436376,0.03106351,0.03128112,-0.00460286
9.75000000,0.05436376,0.03106351,0.05211853,0.00055233
9.75000000,0.05436376,0.03106351,0.01843155,-0.00779509
9.75000000,0.05436376,0.03106351,0.07709217,0.00669597
9.75000000,0.05436376,0.03106351,0.09265024,0.01050423
9.75000000,0.05436376,0.03106351,0.02530234,-0.00608691
9.75000000,0.05436376,0.03106351,0.04958217,-0.00007375
9.75000000,0.05436376,0.03106351,0.03945123,-0.00257841
9.75000000,0.05436376,0.03106351,0.08776717,0.00931054
9.75000000,0.05436376,0.03106351,0.09837986,0.01190303
9.75000000,0.05436376,0.03106351,0.03948143,-0.00257093
9.75000000,0.05436376,0.03106351,-0.04165899,-0.02285862
9.75000000,0.05436376,0.03106351,0.09017380,0.00989904
9.75000000,0.05436376,0.03106351,0.05576456,0.00145163
9.75000000,0.05436376,0.03106351,0.05588442,0.00148118
9.75000000,0.05436376,0.03106351,0.08430009,0.00846213
9.75000000,0.05436376,0.03106351,0.04305609,-0.00168647
9.75000000,0.05436376,0.03106351,0.03478518,-0.00373410
9.75000000,0.05436376,0.03106351,0.04331420,-0.00162263
9.75000000,0.05436376,0.03106351,0.06955650,0.00484615
9.75000000,0.05436376,0.03106351,0.08166756,0.00781744
9.75000000,0.05436376,0.03106351,0.10509524,0.01353997
9.75000000,0.05436376,0.03106351,0.06689454,0.00419188
9.75000000,0.05436376,0.03106351,0.04987117,-0.00000240
9.75000000,0.05436376,0.03106351,0.08189195,0.00787241
9.75000000,0.05436376,0.03106351,0.02419307,-0.00636250
9.75000000,0.05436376,0.03106351,0.09845494,0.01192135
9.75000000,0.05436376,0.03106351,0.06092987,0.00272429
9.75000000,0.05436376,0.03106351,0.04725983,-0.00064735
9.75000000,0.05436376,0.03106351,0.02429350,-0.00633754
9.75000000,0.05436376,0.03106351,0.07383871,0.00589775
9.75000000,0.05436376,0.03106351,0.04564682,-0.00104594
9.75000000,0.05436376,0.03106351,0.05143502,0.00038364
9.75000000,0.05436376,0.03106351,0.00245061,-0.01177941
9.75000000,0.05436376,0.03106351,0.04086109,-0.00222947
9.75000000,0.05436376,0.03106351,0.03670424,-0.00325862
9.75000000,0.05436376,0.03106351,0.06736579,0.00430773
9.75000000,0.05436376,0.03106351,0.04604972,-0.00094636
9.75000000,0.05436376,0.03106351,-0.02791954,-0.01939467
9.75000000,0.05436376,0.03106351,0.04147202,-0.00207831
9.75000000,0.05436376,0.03106351,0.00918239,-0.01009915
9.75000000,0.05436376,0.03106351,0.02196933,-0.00691519
9.75000000,0.05436376,0.03106351,0.08554793,0.00876757
9.75000000,0.05436376,0.03106351,0.00189799,-0.01191747
9.75000000,0.05436376,0.03106351,0.06352263,0.00336250
9.75000000,0.05436376,0.03106351,0.03860771,-0.00278723
9.75000000,0.05436376,0.03106351,0.03261820,-0.00427127
9.75000000,0.05436376,0.03106351,0.02394252,-0.00642475
9.75000000,0.05436376,0.03106351,0.06428927,0.00355112
9.75000000,0.05436376,0.03106351,0.06777713,0.00440885
9.75000000,0.05436376,0.03106351,0.00077455,-0.01219819
9.75000000,0.05436376,0.03106351,0.09010307,0.00988175
9.75000000,0.05436376,0.03106351,0.01751423,-0.00802337
9.75000000,0.05436376,0.03106351,0.06643532,0.00407896
9.75000000,0.05436376,0.03106351,0.01767877,-0.00798242
9.75000000,0.05436376,0.03106351,0.04010367,-0.00241692
9.75000000,0.05436376,0.03106351,0.01463969,-0.00873905
9.75000000,0.05436376,0.03106351,0.03793922,-0.00295276
9.75000000,0.05436376,0.03106351,0.04812078,-0.00043466
9.75000000,0.05436376,0.03106351,0.01866188,-0.00773778
9.75000000,0.05436376,0.03106351,0.06413141,0.00351229
9.75000000,0.05436376,0.03106351,0.06820044,0.00451290
9.75000000,0.05436376,0.03106351,0.13842253,0.02162379
9.75000000,0.05436376,0.03106351,0.08321231,0.00819579
9.75000000,0.05436376,0.03106351,0.09090750,0.01007838
9.75000000,0.05436376,0.03106351,-0.00058807,-0.01253879
9.75000000,0.05436376,0.03106351,-0.00647306,-0.01401108
9.75000000,0.05436376,0.03106351,0.04513819,-0.00117166
9.75000000,0.05436376,0.03106351,0.10986854,0.01470186
9.75000000,0.05436376,0.03106351,0.13122615,0.01988388
9.75000000,0.05436376,0.03106351,0.03300648,-0.00417499
9.75000000,0.05436376,0.03106351,0.03615362,-0.00339502
9.75000000,0.05436376,0.03106351,0.07125901,0.00526437
9.75000000,0.05436376,0.03106351,0.04823931,-0.00040539
9.75000000,0.05436376,0.03106351,0.04902287,-0.00021187
9.75000000,0.05436376,0.03106351,0.07408595,0.00595843
9.75000000,0.05436376,0.03106351,0.13871728,0.02169499
9.75000000,0.05436376,0.03106351,0.09488838,0.01105088
9.75000000,0.05436376,0.03106351,0.11242539,0.01532367
